classid;species label;species_name
5689351;1456;Cremnophila nutans Rose
10803322;1457;Zealandia novae-zealandiae Testo & A.R.Field (Baker)
6027291;1458;Bunium microcarpum Freyn & Sint. ex Freyn (Boiss.)
8324923;1459;Bupleurum gracile d'Urv.
7282423;1460;Oroya peruviana Britton & Rose (Schum.)
8057620;1461;Curtisia dentata C.A.Sm. (Burm.fil.)
2888730;1462;Weigela florida A.DC. (Bunge)
5536063;1463;Tonduzia longifolia Markgr. (A.DC.)
7917245;1464;Echium albicans Lag. & Rodr.
3073137;1465;Adenocline violifolia Prain (Kunze)
2930805;1466;Solanum sarachoides Sendtn.
3128000;1467;Centaurea attica Nyman
5616602;1468;Actaea europaea J.Compton (Schipcz.)
4005914;1469;Lysimachia capillipes Hemsl.
3571933;1470;Xysmalobium stockenstromense Scott Elliot
4149534;1471;Hordeum californicum Covas & Stebbins
2925719;1472;Plagiobothrys mollis I.M.Johnst. (A.Gray)
8058396;1473;Penstemon parishii Davidson
10242935;1474;Streblus asper Lour.
7314897;1475;Corydalis speciosa Maxim.
4930155;1476;Viburnum davidii Franch.
2695421;1477;Tillandsia streptocarpa Baker
3026523;1478;Spiraea pyramidata Greene
3777950;1479;Brunoniella spiciflora Bremek. (F.Muell. ex Benth.)
3028411;1480;Alchemilla orbicans Juz.
9323003;1481;Schizorhiza neglecta Goldblatt & J.C.Manning (Goldblatt)
9264204;1482;Carex subviridis K.A.Ford
5623276;1483;Echinopsis ayopayana F.Ritter & Rausch
2739494;1484;Pinanga coronata Blume (Blume ex Mart.)
7291589;1485;Persicaria barbata H.Hara (L.)
4022026;1486;Talinum polygaloides Gillies ex Arn.
5403359;1487;Crepis blattarioides Vill. (L.)
3642740;1488;Daucosma laciniatum Engelm. & A.Gray
5409240;1489;Adenophora tricuspidata A.DC. (Fisch. ex Schult.)
8038546;1490;Andersonia lehmanniana Sond.
2767075;1491;Agave tenuifolia Zamudio & E.Sánchez
5305147;1492;Kniphofia typhoides Codd
2772487;1493;Albuca glandulosa Baker
2852618;1494;Empodium gloriosum B.L.Burtt (Nel)
5581099;1495;Brugmansia aurea Lagerh.
3060888;1496;Jatropha peltata Sessé
2705132;1497;Panicum tenuifolium Hook. & Arn.
7266590;1498;Salix taraikensis Kimura
3844531;1499;Gentianella anisodonta Á.Löve & D.Löve (Borbás)
5361983;1500;Sedum lineare Thunb.
8287845;1501;Johnstonella parviflora Hasenstab & M.G.Simpson (Phil.)
7263324;1502;Monechma genistifolium C.B.Clarke (Engl.)
2746262;1503;Babiana grandiflora Goldblatt & J.C.Manning
2687298;1504;Halocarpus biformis Quinn (Hook.)
2720822;1505;Rhynchospora floridensis H.Pfeiff. (Britton ex Small)
7848778;1506;Persicaria bungeana Nakai ex Mori (Turcz.)
5684611;1507;Erica involucrata Klotzsch ex Benth.
5384513;1508;Drymaria effusa A.Gray
3171420;1509;Penstemon pennellianus D.D.Keck
3150190;1510;Hymenoxys texana Cockerell (J.M.Coult. & Rose)
3837697;1511;Boronia hapalophylla Duretto, F.J.Edwards & P.G.Edwards
5624504;1512;Opuntia tapona Engelm. ex Coult.
2965314;1513;Medicago rotata Boiss.
3639801;1514;Opopanax hispidus Griseb. (Friv.)
3571358;1515;Oxypetalum mosenii Malme
3085396;1516;Sagina nivalis Fr. (Lindblom)
5559593;1517;Diascia barberae Hook.fil.
3628572;1518;Eryngium pendletonense K.L.Marsden & M.G.Simpson
2695997;1519;Tillandsia chiapensis C.S.Gardner
2885158;1520;Manilkara zapota P.Royen (L.)
5383065;1521;Breynia retusa Alston (Dennst.)
7307136;1522;Clinopodium graveolens Kuntze (M.Bieb.)
7894214;1523;Cucumis hirsutus Sond.
5330508;1524;Arum besserianum Schott
3889180;1525;Salvia roscida Fernald
3026935;1526;Spiraea blumei G.Don
2722500;1527;Carex buekii Wimm.
4048809;1528;Linum corymbulosum Rchb.
10782427;1529;Miconia subseriata R.Goldenb. & Michelang. (Naudin)
7481802;1530;Dicliptera heterostegia Nees
3615814;1531;Mandevilla subsessilis Woodson (A.DC.)
5593669;1532;Erythrochiton gymnanthus Kallunki
2735861;1533;Dypsis saintelucei Beentje
3048039;1534;Sibara deserti Rollins (M.E.Jones)
2775606;1535;Yucca queretaroensis Piña Luján
3704832;1536;Lampranthus schlechteri L.Bolus (Zahlbr.)
2777869;1537;Aloe suarezensis H.Perrier
2868821;1538;Zantedeschia rehmannii Engl.
2772589;1539;Dasylirion sereke Bogler
2698310;1540;Aechmea gracilis Lindm.
3728742;1541;Veronica nummularia Gouan
7318067;1542;Oxalis enneaphylla Cav.
5319478;1543;Maxillaria valenzuelana Nash (A.Rich.)
5365958;1544;Potentilla biennis Greene
4259697;1545;Grewia holstii Burret
3732089;1546;Veronica densiflora Ledeb.
8360412;1547;Pteridium esculentum Nakai (G.Forst.)
3034319;1548;Lomatium salmoniflorum Mathias & Constance (J.M.Coult. & Rose)
5329860;1549;Alocasia robusta M.Hotta
5294228;1550;Calamus egregius Burret
2747488;1551;Crocus alatavicus Regel & Semen.
5607656;1552;Thymus bashkiriensis Klokov & Des.-Shost.
8124344;1553;Verbascum rubiginosum Waldst. & Kit.
7265220;1554;Exocarpos strictus R.Br.
2867143;1555;Arisaema macrospathum Benth.
2695693;1556;Tillandsia disticha Kunth
3782518;1557;Xymalos monospora Baill. (Harv.)
3183521;1558;Syzygium wilsonii B.Hyland (F.Muell.)
4093751;1559;Fernandoa madagascariensis A.H.Gentry (Baker)
3626492;1560;Oxalis adspersa Eckl. & Zeyh.
2846443;1561;Trichocentrum bicallosum M.W.Chase & N.H.Williams (Lindl.)
5689285;1562;Umbilicus parviflorus DC. (Desf.)
2729056;1563;Carex polysticha Boeckeler
2767727;1564;Brodiaea kinkiensis Niehaus
2975793;1565;Acmispon subpinnatus D.D.Sokoloff (Lag.)
3146382;1566;Perityle palmeri S.Watson (A.Gray)
3749857;1567;Aspidotis meifolia Pic.Serm. (D.C.Eaton)
5611870;1568;Ramirezella penduliflora A.Delgado & Ochot.-Booth
5590692;1569;Drymonia parviflora Hanst.
7329271;1570;Lithops bromfieldii L.Bolus
5572906;1571;Ruellia stemonacanthoides Hemsl. (Oerst.)
11161941;1572;Matourea bicolor  (Pennell)
2770220;1573;Polygonatum desoulavyi Kom.
9368145;1574;Erodium foetidum L'Hér. (L.)
3798326;1575;Fabiana bryoides Phil.
3705258;1576;Drosanthemum dipageae H.E.K.Hartmann
5384842;1577;Silene sibirica Pers. (L.)
3172262;1578;Jasminum grandiflorum L.
3059830;1579;Croton bernierus Baill.
5334953;1580;Gardenia sokotensis Hutch.
3568270;1581;Pimelea ferruginea Labill.
4138576;1582;Stipa lagascae Roem. & Schult.
3627146;1583;Oxalis dichotoma Salter
5573389;1584;Ruellia proxima Lindau
3841505;1585;Gentianella magellanica Fabris (Gaudich.)
3188883;1586;Oenothera spachiana Torr. & A.Gray
5415811;1587;Melaleuca radula Lindl.
2858066;1588;Leucocoryne appendiculata Phil.
2922573;1589;Psychotria taxifolia Bremek.
5568924;1590;Salicornia meyeriana Moss
4005004;1591;Lysimachia fortunei Maxim.
5587387;1592;Pycnophyllum bryoides Rohrb. (Phil.)
3575947;1593;Asclepias meliodora Schltr. (Schltr.)
7604156;1594;Blakea anomala Donn.Sm.
5683177;1595;Erica acuta Andr.
7587961;1596;Eremophila divaricata F.Muell. (F.Muell.)
2927020;1597;Salvia divinorum Epling & Játiva
3686203;1598;Alseuosmia quercifolia A.Cunn.
5394953;1599;Euryops laxus Burtt Davy (Harv.)
2794087;1600;Prosthechea pseudopygmaea W.E.Higgins (Finet)
3933811;1601;Nototriche turritella A.W.Hill
2771863;1602;Bellevalia mauritanica Pomel
3705914;1603;Lampranthus diutinus N.E.Br. (L.Bolus)
4123881;1604;Merxmuellera macowanii Conert (Stapf)
3727123;1605;Cycnium volkensii Engl.
3171683;1606;Pedicularis elata Willd.
2711419;1607;Ficinia repens Kunth
3699271;1608;Combretum kraussii Hochst.
5288408;1609;Pitcairnia recurvata K.Koch (Scheidw.)
2731144;1610;Lepidosperma longitudinale Labill.
3152550;1611;Hibiscus dasycalyx Blake & Shiller
3034873;1612;Thaspium pinnatifidum A.Gray (Buckley)
7328965;1613;Rhododendron triflorum Hook.fil.
5636408;1614;Protea vogtsiae Rourke
5296913;1615;Ixia vinacea G.J.Lewis
2695614;1616;Tillandsia australis Mez
2777322;1617;Aloe kniphofioides Baker
4249608;1618;Sonchus novae-zelandiae Benth. & Hook.fil. (Hook.fil.)
7306496;1619;Stachys inflata Benth.
2847583;1620;Pterostylis aphylla Lindl.
4108497;1621;Sorghum arundinaceum Stapf (Desv.)
2928252;1622;Phacelia gymnoclada Torr. ex S.Watson
7291570;1623;Gymnopodium floribundum Rolfe
5599602;1624;Meriania speciosa Naudin (Humb. & Bonpl.)
3010009;1625;Rosa zalana Wiesb.
2706346;1626;Leymus secalinus Tzvelev (Georgi)
2688336;1627;Phylloglossum drummondii Kunze
3169617;1628;Anechites nerium Urb. (Aubl.)
3772889;1629;Justicia palmeri Rose ex Vasey & Rose
5297786;1630;Watsonia rogersii L.Bolus
2907387;1631;Chiococca oaxacana Standl.
2712378;1632;Scleria harlandii Hance
8048981;1633;Ferula communis L.
2720570;1634;Rhynchospora filifolia A.Gray
2722537;1635;Carex striata Michx.
3166557;1636;Cyphia incisa Willd. (Thunb.)
3028081;1637;Alchemilla alexandri Juz.
2849154;1638;Masdevallia molossus Rchb.f.
8186428;1639;Boechera holboellii A.Löve & D.Löve (Hornem.)
5407745;1640;Clermontia arborescens Hillebr. (H.Mann)
2651617;1641;Notholaena aschenborniana Klotzsch
3617571;1642;Mandevilla laxa Woodson (Ruiz & Pav.)
2974959;1643;Vicia leucantha Biv.
3702542;1644;Liquidambar formosana Hance
2928240;1645;Phacelia lyallii Rydb. (A.Gray)
3770191;1646;Monechma cleomoides C.B.Clarke (S.Moore)
2928899;1647;Goetzea elegans Wydler
3056223;1648;Acalypha mexicana Müll.Arg.
7447334;1649;Mononeuria cumberlandensis Dillenb. & Kadereit (Wofford & Kral)
3032719;1650;Saxifraga adscendens L.
3629553;1651;Bilacunaria microcarpa Pimenov & V.N.Tikhom. (M.Bieb.)
3065987;1652;Euphorbia punicea Sw.
3061101;1653;Manihot davisiae Croizat
3188021;1654;Tristaniopsis guillainii Vieill. ex Brongn. & Gris
5410084;1655;Campanula rupicola Boiss. & Spruner
5373485;1656;Crambe tataria Sebeók
3771653;1657;Mendoncia squamuligera Nees
6026553;1658;Hellenocarum multiflorum H.Wolff (Sibth. & Sm.)
3043422;1659;Boechera pygmaea Al-Shehbaz (Rollins)
3048033;1660;Sibara angelorum Greene (S.Watson)
3191259;1661;Drosophyllum lusitanicum Link (L.)
2706913;1662;Staberoha cernua T.Durand & Schinz (L.f.)
2853265;1663;Pancratium trianthum Herb.
5321735;1664;Diuris conspicillata D.L.Jones
3573243;1665;Cynanchum zeyheri Schltr.
5408791;1666;Lobelia nugax E.Wimm.
7845581;1667;Xylopia nitida Dunal
3706467;1668;Delosperma uitenhagense L.Bolus
4035072;1669;Persicaria jucunda Yonek. & H.Ohashi (Meisn.)
5601452;1670;Pleroma granulosum D.Don (Desr.)
8084042;1671;Erica leucantha Link
2881704;1672;Quercus arkansana Sarg.
5297919;1673;Ferraria macrochlamys Goldblatt & J.C.Manning (Baker)
2720215;1674;Scirpus polyphyllus Vahl
7264246;1675;Dicliptera minor C.B.Clarke
3704499;1676;Lampranthus watermeyeri N.E.Br. (L.Bolus)
8000181;1677;Myriopteris aemula Grusz & Windham (Maxon)
7270508;1678;Gentianella austriaca Holub (A.Kern. & J.Kern.)
3068261;1679;Euphorbia gentilis N.E.Br.
3107696;1680;Senecio scorzonella Greene
3741474;1681;Eremogeton grandiflorus Standl. & L.O.Williams (A.Gray)
5562627;1682;Selago albida Choisy
2772375;1683;Albuca fastigiata Dryand.
5682199;1684;Erica condensata Benth.
7889472;1685;Helleborus purpurascens Waldst. & Kit.
5559406;1686;Diascia veronicoides Schltr.
6026618;1687;Aulospermum panamintense J.M.Coult. & Rose (J.M.Coult. & Rose)
7311128;1688;Triumfetta welwitschii Mast.
3166423;1689;Cyphia tysonii E.Phillips
2766230;1690;Cordyline obtecta Baker (Graham)
5341402;1691;Monarda medioides W.H.Duncan
5347072;1692;Astragalus arthurii M.E.Jones
10708377;1693;Thomsonaria caloneura Rushforth (Stapf)
7669080;1694;Fridericia chica L.G.Lohmann (Bonpl.)
2989833;1695;Rubus incurvatus Bab.
5288981;1696;Vriesea tequendamae L.B.Sm. (André)
7939753;1697;Loeseneriella crenata R.Wilczek (Klotzsch)
3073632;1698;Cnidoscolus tehuacanensis Breckon
5317395;1699;Dendrobium virotii Guillaumin
4018489;1700;Catopsis berteroniana Mez (Schult. & Schult.f.)
8054934;1701;Diplacus mephiticus G.L.Nesom (Greene)
3746005;1702;Myoporum tetrandrum Domin (Labill.)
6316886;1703;Dypsis metallica Rakotoarin. & J.Dransf.
3891996;1704;Orthosiphon sarmentosus A.J.Paton & Hedge
3131500;1705;Helichrysum mundtii Harv.
4198396;1706;Aeonium castello-paivae Bolle
2704992;1707;Festuca subulata Trin.
5420353;1708;Psidium harrisianum Urb.
2764255;1709;Commelina eckloniana Kunth
4003861;1710;Tristerix penduliflorus Kuijt
3884199;1711;Salvia verbascifolia M.Bieb.
5414358;1712;Douglasia montana A.Gray
5414975;1713;Scoparia montevidensis R.E.Fr. (Spreng.)
5593970;1714;Macrostylis ramulosa I.Williams
5412526;1715;Centropogon granulosus C.Presl
2880756;1716;Quercus alnifolia Poech
9597574;1717;Anticoryne ovalifolia Rye (F.Muell.)
5352327;1718;Anthyllis polycephala Desf.
2970071;1719;Mimosa somnians Humb. & Bonpl. ex Willd.
5323619;1720;Porpax reticulata Lindl.
5589084;1721;Nematanthus tessmannii Chautems (Hoehne)
5595642;1722;Chironia purpurascens Benth. & Hook.fil. (E.Mey.)
3578455;1723;Cynanchum lanhsuense T.Yamaz.
2958005;1724;Senna racemosa H.S.Irwin & Barneby (Mill.)
8017382;1725;Monarda luteola Singhurst & W.C.Holmes
8151790;1726;Linaria reflexa Desf. (L.)
9334557;1727;Palicourea alba Delprete & J.H.Kirkbr. (Aubl.)
5298642;1728;Iris perrieri Simonet ex N.Service
2695457;1729;Tillandsia straminea Kunth
4168675;1730;Rhododendron argipeplum Balf.fil. & R.E.Cooper
4010596;1731;Dracophyllum oceanicum E.A.Br. & N.Streiber
8320074;1732;Sedum candollei Raym.-Hamet
5586536;1733;Gypsophila davurica Turcz. ex Fenzl
3161515;1734;Nemacladus interior G.T.Robbins (Munz)
3086504;1735;Anemopsis californica Hook. & Arn. (Nutt.)
3171459;1736;Penstemon spectabilis Thurb. ex Torr. & Gray
3127511;1737;Centaurea ammocyanus Boiss.
3060120;1738;Croton poecilanthus Urb.
3065313;1739;Euphorbia bicompacta Bruyns
5689983;1740;Sedum confusum Hemsl.
3111097;1741;Scorzonera parviflora Jacq.
7736989;1742;Maesa indica A.DC. (Roxb.)
7862827;1743;Justicia linifolia J.C.Manning & Goldblatt (Lindau)
7300239;1744;Berberis amurensis Rupr.
9533573;1745;Cyperus ascocapensis Bauters
7304422;1746;Nectandra angustifolia Nees & Mart. ex Nees (Schrad.)
3166975;1747;Roella arenaria Schltr.
5372477;1748;Callitriche terrestris Muhl. ex Raf.
2695829;1749;Tillandsia standleyi L.B.Sm.
7267996;1750;Drymaria villosa Cham. & Schltdl.
5667765;1751;Pinguicula heterophylla Benth.
3934937;1752;Wercklea ferox Fryxell (Hook.fil.)
3112131;1753;Cotula mexicana Cabrera (DC.)
5416422;1754;Eugenia hypargyrea Standl.
7291666;1755;Persicaria dichotoma S.K.Dixit, Datt & G.P.Roy (Blume)
5834556;1756;Haplophyllum dauricum G.Don (L.)
2811173;1757;Aerides ringens C.E.C.Fisch. (Lindl.)
2926565;1758;Lepechinia fragrans Epling (Greene)
6026426;1759;Prangos pabularia Lindl.
7576494;1760;Pedicularis flava Pall.
5410152;1761;Campanula andrewsii A.DC.
4116614;1762;Festuca pulchella Schrad.
3707272;1763;Cleretum herrei Ihlenf. & Struck (Schwantes)
2760784;1764;Heliconia vellerigera Poepp.
5621788;1765;Echinopsis tiegeliana D.R.Hunt (Wessner)
5411323;1766;Campanula cymbalaria Sm.
7267572;1767;Arenaria hispida L.
7911624;1768;Sclerolaena tricuspis Ulbr. (F.Muell.)
2980927;1769;Acacia xanthina Benth.
3053399;1770;Rorippa pyrenaica Rchb. (L.)
3716258;1771;Eucalyptus mitchelli Cambage
2722800;1772;Carex tincta Fernald (Fernald)
5305325;1773;Dianella intermedia Endl.
5628726;1774;Cyclopia glabra A.L.Schutte (Hofmeyr & E.Phillips)
9362941;1775;Benstonea monticola Callm. & Buerki (F.Muell.)
5574655;1776;Isoglossa ciliata Engl. (Nees)
4056583;1777;Aliciella leptomeria J.M.Porter (A.Gray)
3907968;1778;Acmispon utahensis Brouillet (Ottley)
2695290;1779;Tillandsia pamelae Rauh
5316318;1780;Dendrobium moschatum Sw. (Banks)
2956931;1781;Senna trachypus H.S.Irwin & Barneby (Mart. ex Benth.)
3176520;1782;Eucalyptus conspicua L.A.S.Johnson & K.D.Hill
3709357;1783;Cneorum pulverulentum Vent.
3770099;1784;Stenostephanus silvaticus T.F.Daniel (Nees)
3049198;1785;Physaria thamnophila O'Kane & Al-Shehbaz (Rollins & E.A.Shaw)
2931018;1786;Solanum erythracanthum Bojer ex Dunal
3904483;1787;Plectranthus grallatus Briq.
8412616;1788;Linaria propinqua Boiss. & Reut.
3103342;1789;Dicoma schinzii O.Hoffm.
5637556;1790;Leucadendron sheilae I.Williams
2754058;1791;Bomarea salsilla Mirb. (L.)
3046765;1792;Sisymbrium erysimoides Desf.
3998126;1793;Grevillea tenuiflora Meisn. (Lindl.)
2779273;1794;Trachyandra hirsuta Kunth (Thunb.)
5690109;1795;Sedum nokoense Yamam.
2739031;1796;Ravenea rivularis Jum. & H.Perrier
2859599;1797;Tristagma nivale Poepp.
9679231;1798;Knowltonia crassifolia Christenh. & Byng (Hook.)
3930309;1799;Paraquilegia anemonoides Engl. ex Ulbr. (Willd.)
5371785;1800;Angelica dentata J.M.Coult. & Rose (Chapm.)
3924772;1801;Clematis aethusifolia Turcz.
5347603;1802;Genista januensis Viv.
5688371;1803;Crassula intermedia Schönl.
5574119;1804;Crabbea galpinii C.B.Clarke
3580544;1805;Tweedia brunonis Hook. & Arn.
8979611;1806;Koenigia ocreata T.M.Schust. & Reveal (L.)
5607133;1807;Thymus embergeri Roussine
9291219;1808;Backhousia subargentea M.G.Harr. (C.T.White)
2885779;1809;Chrysophyllum sanguinolentum Baehni (Pierre)
2986046;1810;Philadelphus texensis S.Y.Hu
2869181;1811;Cryptocoryne retrospiralis Kunth (Roxb.)
8195247;1812;Erica turgida Salisb.
3760394;1813;Chenopodium frutescens C.A.Mey.
2812546;1814;Anguloa clowesii Lindl.
5609464;1815;Tetradenia brevispicata Codd (N.E.Br.)
3076595;1816;Antidesma montanum Blume
3572423;1817;Cionura erecta Griseb. (L.)
8359560;1818;Eremophila forrestii F.Muell.
3573609;1819;Matelea campechiana Woodson (Standl.)
3891787;1820;Lavandula bramwellii Upson & S.Andrews
7672540;1821;Babiana teretifolia Goldblatt & J.C.Manning
2926115;1822;Pectocarya pusilla A.Gray (A.DC.)
4073235;1823;Camptostemon schultzii Mast.
2717386;1824;Eleocharis microcarpa Torr.
2850848;1825;Xylobium leontoglossum Benth. ex Rolfe (Rchb.f.)
3701778;1826;Coriaria plumosa W.R.B.Oliv.
5408536;1827;Lobelia nana Kunth
4010059;1828;Acrotriche affinis DC.
5418385;1829;Corymbia henryi K.D.Hill & L.A.S.Johnson (S.T.Blake)
3966270;1830;Medicago lessingii Fisch. & C.A.Mey. ex Kar.
5394357;1831;Taraxacum hyparcticum Dahlst.
3023411;1832;Prunus mandshurica Koehne (Maxim.)
5659411;1833;Leptosiphon croceus J.M.Porter & L.A.Johnson (Eastw.)
5576351;1834;Ruellia terminalis Wassh. (Nees)
2697849;1835;Aechmea setigera Mart. ex Schult. & Schult.f.
2886244;1836;Sideroxylon spinosum L.
7623537;1837;Linaria thymifolia DC. (Vahl)
7307237;1838;Leucas deflexa Hook.f.
2941713;1839;Clianthus puniceus Sol. ex Lindl. (G.Don)
5684982;1840;Erica gillii Benth.
2881714;1841;Quercus albocincta Trel.
2925835;1842;Myriopus volubilis Small (L.)
7790614;1843;Crataegus coccinea L.
5543723;1844;Donatia novae-zelandiae Hook.fil.
2684984;1845;Araucaria araucana K.Koch (Molina)
5341797;1846;Physalis grisea M.Martínez (Waterf.)
2908963;1847;Leptactina delagoensis K.Schum.
5368116;1848;Potentilla subviscosa Greene
5558224;1849;Ardisia revoluta Kunth
8248956;1850;Dianthus bicolor Adams
7671397;1851;Phuopsis stylosa G.Nicholson (Trin.)
2802672;1852;Prasophyllum goldsackii J.Z.Weber & R.J.Bates
2927557;1853;Collomia diversifolia Greene
2695166;1854;Tillandsia schultzei Harms
7306642;1855;Salvia bogotensis Benth.
3777639;1856;Justicia jamaicensis Stearn (Britton)
3580965;1857;Gonolobus stenanthus Woodson (Standl.)
5667792;1858;Pinguicula ehlersiae Speta & F.Fuchs
3048967;1859;Physaria schaffneri O'Kane & Al-Shehbaz (S.Watson)
7896318;1860;Heterocentron subtriplinervium A.Braun & Bouché (Link & Otto)
2769836;1861;Furcraea tuberosa Aiton (Mill.)
3176477;1862;Eucalyptus macarthurii H.Deane & Maiden
3068712;1863;Euphorbia deccanensis V.S.Raju
5563029;1864;Nemesia viscosa E.Mey. ex Benth.
5590198;1865;Columnea flaccida Seem.
3680943;1866;Dichondra microcalyx Fabris (Hallier fil.)
5554787;1867;Antimima limbata H.E.K.Hartmann (N.E.Br.)
3633409;1868;Alepidea attenuata Weim.
5358516;1869;Prosopis sericantha Gillies ex Hook.
3179978;1870;Rhodomyrtus trineura Benth. (F.Muell.)
7863547;1871;Tillandsia botterii É.Morren ex Baker
5563125;1872;Nemesia anisocarpa E.Mey. ex Benth.
7313548;1873;Passiflora capsularis L.
4260639;1874;Apeiba albiflora Ducke
5589344;1875;Columnea nicaraguensis Oerst.
7334103;1876;Dudleya nubigena Britton & Rose (Brandegee)
5360913;1877;Oxytropis kubanensis Leskov
3173238;1878;Elytraria bromoides Oerst.
5296041;1879;Sisyrinchium pringlei B.L.Rob. & Greenm.
4050736;1880;Muraltia dumosa DC. (Poir.)
3049479;1881;Draba jaegeri Munz & I.M.Johnst.
8231137;1882;Echeveria tamaulipana Mart.-Aval., Mora-Olivo & M.Terry
5407598;1883;Scaevola coriacea Nutt.
2878564;1884;Quercus myrsinifolia Blume
5341719;1885;Jacquemontia havanensis Urb. (Jacq.)
2727422;1886;Carex pichinchensis Kunth
3574730;1887;Ceropegia juncea Roxb.
7295106;1888;Cynoglossum germanicum Jacq.
5380434;1889;Adelia obovata Wiggins & Rollins
2858420;1890;Narcissus minor L.
5563065;1891;Nemesia leipoldtii Hiern
3074363;1892;Macaranga obovata Boivin ex Baill.
3166698;1893;Phyteuma michelii All.
3770225;1894;Barleria ventricosa Hochst. ex Nees
7276945;1895;Aconitum delphinifolium DC.
2731093;1896;Cyperus hyalinus Vahl
7820912;1897;Myrsine juergensenii Ricketson & Pipoly (Mez)
5661765;1898;Moltkia petraea Griseb. (Tratt.)
5407683;1899;Clermontia parviflora Gaudich. ex A.Gray
3069370;1900;Euphorbia lucida Waldst. & Kit.
3061601;1901;Tragia furialis Bojer
5288022;1902;Fosterella chaparensis Ibisch, R.Vásquez & E.Gross
3140092;1903;Ophryosporus paradoxus Benth. & Hook. ex Hook.fil. & Jackson (Hook. & Arn.)
2944027;1904;Psoralea glaucescens Eckl. & Zeyh.
3745136;1905;Morella rubra Lour.
2841676;1906;Caladenia osmera G.N.Backh. (D.L.Jones)
3870048;1907;Dichaetanthera arborea Baker
5341379;1908;Scutellaria havanensis Jacq.
2650163;1909;Botrychium boreale Milde (Fr.)
2888594;1910;Viburnum dentatum L.
2729277;1911;Carex gholsonii Naczi & Cochrane
3760669;1912;Chenopodium acerifolium Andrz.
5341715;1913;Jacquemontia cumanensis Kuntze (Kunth)
5373416;1914;Pachycladon cheesmanii Heenan & A.D.Mitch.
2693874;1915;Billbergia acreana H.Luther
5408625;1916;Lobelia canbyi A.Gray
2756885;1917;Costus scaber Ruiz & Pav.
7317768;1918;Trichosanthes homophylla Hayata
4198738;1919;Rosularia glabra Berger (Regel & C.Winkl.)
3701810;1920;Grielum humifusum Thunb.
2906263;1921;Rothmannia urcelliformis Bullock ex Robyns (Hiern)
7296133;1922;Quararibea funebris Vischer (La Llave)
5301163;1923;Potamogeton diversifolius Raf.
5554225;1924;Trichodiadema mirabile Schwantes (N.E.Br.)
7282210;1925;Gymnocalycium striglianum Jeggle
3072272;1926;Ricinocarpos velutinus F.Muell.
3152717;1927;Sidalcea hirsuta A.Gray
8235149;1928;Hibiscus dongolensis Delile ex Caill.
7623953;1929;Pedicularis davidii Franch.
3874022;1930;Rhizophora stylosa Griffith
2722512;1931;Carex hochstetteriana J.Gay ex Seub.
7334580;1932;Crassula subacaulis Schönl. & Baker fil.
2746146;1933;Babiana mucronata Ker Gawl. (Jacq.)
6369819;1934;Sambucus canadensis L.
2866859;1935;Arisaema flavum Schott (Forssk.)
5415031;1936;Buchnera pusilla Kunth
5690630;1937;Sedum bourgaei Hemsl.
2755618;1938;Dioscorea cirrhosa Lour.
2722457;1939;Carex tahoensis Smiley
3994586;1940;Conospermum teretifolium R.Br.
3741328;1941;Antirrhinum australe Rothm.
7293489;1942;Polygala supina Schreb.
7312694;1943;Oxypetalum tomentosum Wight ex Hook. & Arn.
5549948;1944;Liriope minor Makino (Maxim.)
6069949;1945;Drymonia collegarum J.L.Clark & J.R.Clark
2713006;1946;Isolepis pusilla Kunth
2859781;1947;Strumaria bidentata Schinz
2873359;1948;Anthurium obtusum Grayum (Engl.)
7104103;1949;Salix gracilistyla Miq.
2719118;1950;Fuirena ciliaris Roxb. (L.)
5296583;1951;Nivenia dispar N.E.Br.
3149943;1952;Hulsea brevifolia A.Gray
3047767;1953;Sinapidendron rupestre Lowe
10727592;1954;Pleurolobus salicifolius H.Ohashi & K.Ohashi (Poir.)
4061153;1955;Lithospermum papillosum Thunb.
5581419;1956;Physalis coztomatl Moc. & Sessé ex Dunal
3774117;1957;Louteridium donnell-smithii S.Watson
3060205;1958;Croton morifolius Willd.
2882485;1959;Kalmiopsis leachiana Rehder (L.F.Hend.)
5418340;1960;Darwinia diosmoides Benth. (DC.)
5305080;1961;Kniphofia pauciflora Baker
2919824;1962;Aidia densiflora Masam. (Wall.)
3704315;1963;Trianthema hereroensis Schinz
5536175;1964;Parsonsia lilacina Markgr. (F.Muell.)
5341587;1965;Gilia stellata A.Heller
3189174;1966;Epilobium lactiflorum Hausskn.
3167999;1967;Craterocapsa tarsodes Hilliard & B.L.Burtt
3084066;1968;Pediocactus peeblesianus L.D.Benson (Croizat)
5333448;1969;Cyrilla racemiflora L.
7978295;1970;Camarotea souiensis Scott Elliot
7332213;1971;Stemodia palustris A.St.-Hil.
7328295;1972;Rhododendron moulmainense Hook.
4260823;1973;Grewia pulverulenta R.Vig.
3707493;1974;Hereroa acuminata L.Bolus
3034498;1975;Cymopterus deserticola Brandegee
2684633;1976;Juniperus monosperma Sarg. (Engelm.)
8428297;1977;Pelargonium crassicaule L'Hér.
5580008;1978;Denhamia celastroides Jessup (F.Muell.)
3780824;1979;Ritonia poissonii Benoist
3189800;1980;Pilostyles thurberi A.Gray
5292300;1981;Bulbostylis schoenoides C.B.Clarke (Kunth)
7307128;1982;Rotheca wildii R.Fern. (Moldenke)
2774620;1983;Chlorophytum rigidum Kunth
